Archived Convergence,Iterations,Execution time,Last Gradient,Number of times that the method converged
0.0,1000.0,0.06459808349609375,415.7917211961228,1.0
0.0,1000.0,0.07146000862121582,8.685848710799064e-5,1.0
0.0,1000.0,0.07276296615600586,0.0009787442366886393,1.0
0.0,1000.0,0.070274019241333,0.009463661938852563,30.0
