Iterations,Execution time,Last Gradient,Itters Per Second,Percentage of convergence
258,0.3625600337982178,0.0,711.6062884735649,true
651,0.00185394287109375,0.0,351143.5061728395,true
356,0.0010669231414794922,2.3283064365386963e-10,333669.770726257,true
175,0.0006358623504638672,0.0,275216.79790026246,true
62,0.0003609657287597656,0.0,171761.45838837518,true
121,0.0005428791046142578,0.0,222885.71980676329,true
29,0.00030112266540527344,8.881784197009723e-10,96306.26761678544,true
858,0.002212047576904297,9.313225746154785e-9,387875.9249838327,true
190,0.0006639957427978516,6.05359673500061e-9,286146.4129263914,true
154,0.0005590915679931641,0.0,275446.82985074626,true
546,0.0013849735260009766,1.2459807149038554e-9,394231.36236873816,true
61,0.0003631114959716797,0.0,167992.47800393958,true
395,0.0010619163513183594,0.0,371969.03457566234,true
536,0.001355886459350586,3.620727200602478e-9,395313.3363812203,true
316,0.0009071826934814453,0.0,348331.1600525624,true
49,0.0003609657287597656,0.0,135746.95904887715,true
823,0.0021588802337646484,0.0,381216.1448923247,true
242,0.0007789134979248047,0.0,310689.18518518517,true
34,0.0002810955047607422,0.0,120955.3316369805,true
386,0.001051187515258789,0.0,367203.7523247902,true
346,0.0009789466857910156,0.0,353441.1066731612,true
553,0.001394033432006836,0.0,396690.6297246451,true
49,0.00032520294189453125,0.0,150675.14369501467,true
492,0.0012900829315185547,0.0,381370.83126963594,true
396,0.0010809898376464844,0.0,366330.91839435376,true
98,0.0004248619079589844,0.0,230663.18294051627,true
190,0.0006210803985595703,1.3524596649715013e-9,305918.52591170825,true
638,0.0017499923706054688,0.0,364573.01798365125,true
336,0.0010030269622802734,8.881784197009723e-10,334986.00998336106,true
260,0.0007839202880859375,0.0,331666.37469586375,true
