Iterations,Execution time,Last Gradient,Itters Per Second,Percentage of convergence
65.06666666666666,0.004870899518330892,6.733485461994174e-10,438505.99472727044,1.0
90.16666666666667,0.0001949151357014974,7.258290391124362e-10,463627.6831901175,1.0
98.73333333333333,0.00020895799001057941,1.1167216394315366e-9,471741.80254246347,1.0
59.96666666666667,0.00012598037719726562,6.990326368546084e-10,476154.68321112276,1.0
51.4,0.00011695226033528646,6.608274816247199e-10,441225.5759453239,1.0
71.13333333333334,0.00014739036560058595,8.552206925603968e-10,478797.109083832,1.0
60.13333333333333,0.00013000170389811198,1.2127707224264845e-9,463732.8610641676,1.0
69.4,0.00014429887135823568,6.283697616949352e-10,477038.56616953027,1.0
65.1,0.00014235973358154297,2.9850495056812406e-10,457872.663657348,1.0
100.06666666666666,0.006058526039123535,1.186752259316874e-9,461286.4731018997,1.0
105.36666666666666,0.00021593570709228517,5.062451324046271e-10,489537.97978128196,1.0
48.53333333333333,0.00010245641072591146,1.0302336366284879e-9,474784.1786615321,1.0
56.733333333333334,0.00012466112772623698,4.814518919218009e-10,457941.4961386149,1.0
54.13333333333333,0.00011451244354248047,6.369024726056222e-10,473093.3795779549,1.0
55.63333333333333,0.00012160936991373698,4.366256689537515e-10,457406.718994567,1.0
58.833333333333336,0.0001220703125,9.076857974990915e-10,478524.2404055402,1.0
121.23333333333333,0.000245062510172526,1.0470530765974311e-9,487047.0082284139,0.9666666666666667
57.63333333333333,0.0001250743865966797,1.1482967813658309e-9,462578.3859912637,1.0
71.53333333333333,0.00015037059783935548,4.93744066652446e-10,472818.77027074934,1.0
70.5,0.00015552838643391928,7.182516708230023e-10,452102.801169749,1.0
66.56666666666666,0.00013868808746337892,4.911283367264749e-10,474550.8773778063,1.0
69.73333333333333,0.0001546939214070638,8.794049932451295e-10,458044.71169308544,1.0
53.46666666666667,0.00011249383290608724,1.0132847206534315e-9,475068.4651671925,1.0
93.9,0.00020394325256347656,1.4625839431611457e-9,454429.398162413,0.9666666666666667
92.76666666666667,0.0002164761225382487,8.226634012256578e-10,425688.70854921185,0.9666666666666667
63.4,0.00015451113382975262,4.899655928712996e-10,411177.3796188982,1.0
63.36666666666667,0.00015823046366373697,3.796792901619342e-10,398360.2584493533,1.0
69.36666666666666,0.00016266504923502604,3.1474557893564787e-10,427157.5830662567,1.0
83.7,0.0002025763193766276,1.256763470432537e-9,416258.32641432615,1.0
77.9,0.00017860730489095052,7.412496260447857e-10,435655.3296200681,1.0
