Iterations,Execution time,Last Gradient,Itters Per Second,Percentage of convergence
32,0.0001461505889892578,7.060199028424781e-9,218952.2479608483,true
32,0.00014400482177734375,6.7790836902840756e-9,222214.78145695364,true
31,0.00012183189392089844,7.536965299545056e-9,254448.97064579255,true
30,0.00011491775512695312,8.883226637740222e-9,261056.26556016598,true
31,0.00012493133544921875,5.367982539559708e-9,248136.30534351146,true
31,0.00011610984802246094,4.973757110807737e-9,266988.5503080082,true
29,0.00011110305786132812,7.981057685450476e-9,261018.91845493563,true
30,0.00011420249938964844,7.527218443959748e-9,262691.27348643006,true
30,0.00011301040649414062,5.497025840724523e-9,265462.2784810127,true
31,0.0001239776611328125,5.7311837184861425e-9,250045.04615384617,true
32,0.00011301040649414062,7.498320201188422e-9,283159.76371308014,true
32,0.00010514259338378906,8.496959556614814e-9,304348.589569161,true
32,0.00011301040649414062,7.604073485598415e-9,283159.76371308014,true
32,0.00011587142944335938,6.781494891820822e-9,276168.1646090535,true
32,0.00010704994201660156,7.20851085449305e-9,298925.89755011135,true
32,0.00010800361633300781,7.122674630442582e-9,296286.3752759382,true
32,0.00011515617370605469,7.003890727381569e-9,277883.4948240166,true
32,0.00010704994201660156,5.399336282926182e-9,298925.89755011135,true
32,0.0001220703125,6.931040304039121e-9,262144.0,true
31,0.000102996826171875,8.337397086794427e-9,300980.14814814815,true
31,0.00010609626770019531,4.909516483397911e-9,292187.4696629213,true
31,0.00011205673217773438,8.751674641765064e-9,276645.5829787234,true
29,0.00010800361633300781,9.458674337949448e-9,268509.52759381896,true
31,0.00011396408081054688,5.855355133054584e-9,272015.53138075315,true
31,0.00011110305786132812,4.9473257622174676e-9,279020.22317596566,true
31,0.00011587142944335938,8.164169365799095e-9,267537.9094650206,true
32,0.00010895729064941406,5.7140411579101774e-9,293693.0590809628,true
32,0.00011396408081054688,8.543802095574349e-9,280790.22594142257,true
32,0.00011396408081054688,5.845520638765253e-9,280790.22594142257,true
32,0.00011706352233886719,7.2329144789902405e-9,273355.8615071283,true
