Archived Convergence,Iterations,Execution time,Last Gradient,Number of times that the method converged
0.0,1000.0,0.2769050598144531,39.73159740119463,1.0
0.0,1000.0,0.39197397232055664,Inf,0.0
0.0,1000.0,0.10264801979064941,Inf,0.0
0.7931034482758621,363.9655172413793,0.012625464077653557,1.0352096585435684e-5,29.0
