Archived Convergence,Iterations,Execution time,Last Gradient,Number of times that the method converged
0.0,1000.0,0.0001609325408935547,Inf,0.0
1.0,79.0,0.0006721019744873047,3.2106718300549067e-13,1.0
1.0,74.0,0.00035309791564941406,8.061250344629558e-14,1.0
1.0,79.0,0.0002040227254231771,2.7976835119365376e-12,30.0
