iterations,Last Gradient,Execution time,Iterations per Second,Archived Convergence
42,0.0004010200500488281,1.702686261065108e-12,104732.9179548157,true
64,0.0007200241088867188,1.640913891949638e-14,88885.91258278146,true
74,0.0007131099700927734,2.9081708496441693e-13,103770.81109996657,true
79,0.0007658004760742188,1.1545852869966396e-10,103160.0298879203,true
104,0.0010750293731689453,1.2477329062568882e-10,96741.54269239299,true
66,0.0008161067962646484,7.906349278617566e-10,80871.76862401402,true
63,0.0005970001220703125,1.0000629858630336e-9,105527.61661341853,true
94,0.0011069774627685547,2.2873272759548226e-9,84915.9112642688,true
40,0.0003418922424316406,6.351346012659318e-10,116995.92747559275,true
92,0.0010228157043457031,5.177544464121135e-10,89947.7780885781,true
60,0.0006079673767089844,4.974641903724591e-12,98689.50588235294,true
87,0.0009069442749023438,3.9671916410401107e-13,95926.51104100946,true
80,0.0009140968322753906,6.947313017791361e-12,87518.08033385499,true
60,0.0005719661712646484,3.691487822347894e-9,104901.30887869946,true
71,0.0006949901580810547,4.868814212924148e-9,102159.72006861064,true
45,0.00047206878662109375,4.836752575788104e-15,95325.09090909091,true
48,0.00048804283142089844,9.522873802444775e-11,98352.02344894968,true
70,0.0008039474487304688,4.968780766554436e-9,87070.36773428232,true
68,0.0007431507110595703,1.4721811686183549e-15,91502.30093038178,true
80,0.0007419586181640625,2.0146770455630302e-12,107822.72493573265,true
74,0.0007009506225585938,2.4673351257182246e-11,105570.91700680272,true
56,0.0005550384521484375,2.486015654072021e-9,100893.91065292097,true
66,0.0008559226989746094,4.988927533418123e-9,77109.76713091922,true
60,0.0006229877471923828,2.3240405215392716e-12,96310.0803673938,true
87,0.0009789466857910156,9.311814071374056e-10,88871.02971261568,true
89,0.001007080078125,1.769120725453152e-14,88374.30303030302,true
77,0.0007658004760742188,9.108201587239323e-16,100548.38356164383,true
83,0.000904083251953125,6.17989256336894e-9,91805.70464135021,true
87,0.0009369850158691406,5.225491391486564e-12,92851.00458015267,true
55,0.0005059242248535156,6.569947968177351e-11,108711.93213949105,true
