iterations,Last Gradient,Execution time,Iterations per Second,Archived Convergence
6,6.389617919921875e-5,7.864242590471804e-11,93902.32835820895,true
6,4.506111145019531e-5,7.864242590471804e-11,133152.50793650793,true
6,1.5974044799804688e-5,7.864242590471804e-11,375609.3134328358,true
6,1.3113021850585938e-5,7.864242590471804e-11,457560.43636363634,true
6,1.3113021850585938e-5,7.864242590471804e-11,457560.43636363634,true
6,1.2874603271484375e-5,7.864242590471804e-11,466033.77777777775,true
6,1.3113021850585938e-5,7.864242590471804e-11,457560.43636363634,true
6,1.1920928955078125e-5,7.864242590471804e-11,503316.48,true
6,1.1920928955078125e-5,7.864242590471804e-11,503316.48,true
6,1.3113021850585938e-5,7.864242590471804e-11,457560.43636363634,true
6,1.1920928955078125e-5,7.864242590471804e-11,503316.48,true
6,1.1920928955078125e-5,7.864242590471804e-11,503316.48,true
6,1.2159347534179688e-5,7.864242590471804e-11,493447.5294117647,true
6,1.1920928955078125e-5,7.864242590471804e-11,503316.48,true
6,1.2159347534179688e-5,7.864242590471804e-11,493447.5294117647,true
6,1.1920928955078125e-5,7.864242590471804e-11,503316.48,true
6,1.2159347534179688e-5,7.864242590471804e-11,493447.5294117647,true
6,1.1920928955078125e-5,7.864242590471804e-11,503316.48,true
6,1.1920928955078125e-5,7.864242590471804e-11,503316.48,true
6,1.1920928955078125e-5,7.864242590471804e-11,503316.48,true
6,1.1920928955078125e-5,7.864242590471804e-11,503316.48,true
6,1.2159347534179688e-5,7.864242590471804e-11,493447.5294117647,true
6,1.1920928955078125e-5,7.864242590471804e-11,503316.48,true
6,1.0967254638671875e-5,7.864242590471804e-11,547083.1304347826,true
6,1.0967254638671875e-5,7.864242590471804e-11,547083.1304347826,true
6,1.0967254638671875e-5,7.864242590471804e-11,547083.1304347826,true
6,1.0967254638671875e-5,7.864242590471804e-11,547083.1304347826,true
6,1.0967254638671875e-5,7.864242590471804e-11,547083.1304347826,true
6,1.2159347534179688e-5,7.864242590471804e-11,493447.5294117647,true
6,1.1920928955078125e-5,7.864242590471804e-11,503316.48,true
