----------------------------------------
Parameters           | Value               
----------------------------------------
epsilon              | 1.0e-8              
exp_rep              | 30                  
lqueue               | 3                   
method               | RANDOM              
modifierH            | eigen               
modifierS            | none                
nIters               | 1000                
problem              | 1-cutest-sif/MARATOSB.SIF
repetitions          | 30                  
saveinfo             | true                
seed                 | 42                  
show_info            | true                
subdirectory         | addedLS             
tol                  | 1.0e-8              
useLS                | true                
varN                 | N                   
varP                 | -1                  
----------------------------------------
Number of variables: 2
| 1 |Execution Info - Random | Iters:    351 | TTime: 0.18451 | LastNorm: 9.34327e-11 | Iterations/sec: 1902.32370 | Convergence: true |
Execution Info - Random | Iters:    348 | TTime: 0.00135 | LastNorm: 9.34607e-11 | Iterations/sec: 258522.45696 | Convergence: true |
Execution Info - Random | Iters:    345 | TTime: 0.00142 | LastNorm: 1.56733e-10 | Iterations/sec: 243649.58411 | Convergence: true |
Execution Info - Random | Iters:    346 | TTime: 0.00130 | LastNorm: 7.01201e-09 | Iterations/sec: 265161.55381 | Convergence: true |
Execution Info - Random | Iters:    346 | TTime: 0.00137 | LastNorm: 2.50826e-09 | Iterations/sec: 252563.38044 | Convergence: true |
Execution Info - Random | Iters:    345 | TTime: 0.00129 | LastNorm: 9.34577e-11 | Iterations/sec: 266832.91167 | Convergence: true |
Execution Info - Random | Iters:    347 | TTime: 0.00128 | LastNorm: 1.97067e-10 | Iterations/sec: 271737.02166 | Convergence: true |
Execution Info - Random | Iters:    347 | TTime: 0.00125 | LastNorm: 2.54966e-10 | Iterations/sec: 278017.85826 | Convergence: true |
Execution Info - Random | Iters:    345 | TTime: 0.00123 | LastNorm: 9.36015e-11 | Iterations/sec: 279782.45940 | Convergence: true |
Execution Info - Random | Iters:    347 | TTime: 0.00138 | LastNorm: 9.35365e-11 | Iterations/sec: 251803.37163 | Convergence: true |
Execution Info - Random | Iters:    346 | TTime: 0.00127 | LastNorm: 5.24894e-09 | Iterations/sec: 272890.03084 | Convergence: true |
Execution Info - Random | Iters:    346 | TTime: 0.00128 | LastNorm: 9.34221e-11 | Iterations/sec: 270096.62833 | Convergence: true |
Execution Info - Random | Iters:    347 | TTime: 0.00125 | LastNorm: 9.34183e-11 | Iterations/sec: 278283.64971 | Convergence: true |
Execution Info - Random | Iters:    347 | TTime: 0.00124 | LastNorm: 9.87743e-11 | Iterations/sec: 279137.60798 | Convergence: true |
Execution Info - Random | Iters:    346 | TTime: 0.00123 | LastNorm: 9.49624e-11 | Iterations/sec: 280214.16953 | Convergence: true |
Execution Info - Random | Iters:    345 | TTime: 0.00125 | LastNorm: 9.34183e-11 | Iterations/sec: 276415.44986 | Convergence: true |
Execution Info - Random | Iters:    347 | TTime: 0.00137 | LastNorm: 3.45982e-09 | Iterations/sec: 252370.98804 | Convergence: true |
Execution Info - Random | Iters:    347 | TTime: 0.00131 | LastNorm: 9.51204e-11 | Iterations/sec: 265249.40550 | Convergence: true |
Execution Info - Random | Iters:    347 | TTime: 0.00123 | LastNorm: 1.16851e-10 | Iterations/sec: 281186.91808 | Convergence: true |
Execution Info - Random | Iters:    347 | TTime: 0.00124 | LastNorm: 1.70264e-09 | Iterations/sec: 279351.91708 | Convergence: true |
Execution Info - Random | Iters:    346 | TTime: 0.00124 | LastNorm: 9.72638e-09 | Iterations/sec: 279028.87599 | Convergence: true |
Execution Info - Random | Iters:    347 | TTime: 0.00126 | LastNorm: 9.21008e-09 | Iterations/sec: 276276.28853 | Convergence: true |
Execution Info - Random | Iters:    346 | TTime: 0.00125 | LastNorm: 1.14954e-10 | Iterations/sec: 276793.66470 | Convergence: true |
Execution Info - Random | Iters:    345 | TTime: 0.00124 | LastNorm: 1.73935e-10 | Iterations/sec: 278008.62248 | Convergence: true |
Execution Info - Random | Iters:    344 | TTime: 0.00134 | LastNorm: 5.23566e-09 | Iterations/sec: 255958.94554 | Convergence: true |
Execution Info - Random | Iters:    348 | TTime: 0.00132 | LastNorm: 9.34200e-11 | Iterations/sec: 262804.78790 | Convergence: true |
Execution Info - Random | Iters:    346 | TTime: 0.00126 | LastNorm: 1.68294e-09 | Iterations/sec: 275480.10326 | Convergence: true |
Execution Info - Random | Iters:    347 | TTime: 0.00128 | LastNorm: 9.34183e-11 | Iterations/sec: 270073.01689 | Convergence: true |
Execution Info - Random | Iters:    346 | TTime: 0.00121 | LastNorm: 9.34183e-11 | Iterations/sec: 285225.86164 | Convergence: true |
Execution Info - Random | Iters:    347 | TTime: 0.00122 | LastNorm: 9.36132e-11 | Iterations/sec: 284206.89084 | Convergence: true |
Execution Info - Random Mean (30 repetitions) | Iters:    346 | TTime: 0.00739 | LastNorm: 1.60706e-09 | Iterations/sec: 261634.22481 | Convergence: true |
| 2 |Execution Info - Random | Iters:    267 | TTime: 0.00102 | LastNorm: 9.34183e-11 | Iterations/sec: 260497.59665 | Convergence: true |
Execution Info - Random | Iters:    266 | TTime: 0.00098 | LastNorm: 3.48706e-09 | Iterations/sec: 271456.17129 | Convergence: true |
Execution Info - Random | Iters:    266 | TTime: 0.00100 | LastNorm: 3.45989e-09 | Iterations/sec: 267038.02393 | Convergence: true |
Execution Info - Random | Iters:    268 | TTime: 0.00108 | LastNorm: 9.35582e-11 | Iterations/sec: 248853.98982 | Convergence: true |
Execution Info - Random | Iters:    266 | TTime: 0.00113 | LastNorm: 3.46298e-09 | Iterations/sec: 234979.96293 | Convergence: true |
Execution Info - Random | Iters:    266 | TTime: 0.00105 | LastNorm: 9.34267e-11 | Iterations/sec: 253104.55172 | Convergence: true |
Execution Info - Random | Iters:    266 | TTime: 0.00098 | LastNorm: 9.34183e-11 | Iterations/sec: 271126.33390 | Convergence: true |
Execution Info - Random | Iters:    263 | TTime: 0.00097 | LastNorm: 9.34251e-11 | Iterations/sec: 271432.56693 | Convergence: true |
Execution Info - Random | Iters:    267 | TTime: 0.00098 | LastNorm: 9.34183e-11 | Iterations/sec: 272211.75693 | Convergence: true |
Execution Info - Random | Iters:    264 | TTime: 0.00097 | LastNorm: 9.44936e-11 | Iterations/sec: 273271.53406 | Convergence: true |
Execution Info - Random | Iters:    263 | TTime: 0.00097 | LastNorm: 7.01201e-09 | Iterations/sec: 272236.41461 | Convergence: true |
Execution Info - Random | Iters:    266 | TTime: 0.00105 | LastNorm: 9.34185e-11 | Iterations/sec: 253334.43778 | Convergence: true |
Execution Info - Random | Iters:    265 | TTime: 0.00101 | LastNorm: 9.34202e-11 | Iterations/sec: 262888.02271 | Convergence: true |
Execution Info - Random | Iters:    264 | TTime: 0.00099 | LastNorm: 1.68295e-09 | Iterations/sec: 266369.07770 | Convergence: true |
Execution Info - Random | Iters:    265 | TTime: 0.00111 | LastNorm: 3.83705e-09 | Iterations/sec: 237853.74706 | Convergence: true |
Execution Info - Random | Iters:    266 | TTime: 0.17616 | LastNorm: 1.37186e-10 | Iterations/sec: 1509.95739 | Convergence: true |
