Archived Convergence,Iterations,Execution time,Last Gradient,Number of times that the method converged
1.0,1.0,7.867813110351562e-6,1.132641179472456e-41,1.0
1.0,1.0,2.86102294921875e-6,1.132641179472456e-41,1.0
1.0,1.0,2.4080276489257812e-5,1.132641179472456e-41,1.0
1.0,1.0,2.010663350423177e-6,1.1326411794724556e-41,30.0
