Archived Convergence,Iterations,Execution time,Last Gradient,Number of times that the method converged
0.0,1000.0,0.01679205894470215,0.0013775599903468497,1.0
1.0,13.0,0.0005400180816650391,8.422102823979606e-9,1.0
1.0,13.0,0.00011897087097167969,8.421117592352438e-9,1.0
1.0,15.533333333333333,8.736451466878255e-5,6.959176020268734e-9,30.0
