Archived Convergence,Iterations,Execution time,Last Gradient,Number of times that the method converged
0.0,1000.0,0.030014991760253906,9.15323743150451e9,1.0
1.0,30.0,0.0006079673767089844,5.1670725404456925e-9,1.0
1.0,37.0,0.0002791881561279297,5.575199680168636e-9,1.0
1.0,56.0,0.00027434031168619793,6.455215265446285e-9,30.0
