Percentage of convergence,Iterations,Execution time,Last Gradient,Not divergency number
0.9333333333333332,52.964285714285715,0.0147634659494672,6.926540607712966e-10,28.0
0.9,45.03703703703704,0.0183064496075665,1.1050095015924827e-09,27.0
1.0,44.14777777777778,0.0005050190289815,5.846621364824501e-10,30.0
0.0,0.0,inf,inf,0.0
