Iterations,Execution time,Last Gradient,Itters Per Second* ,Percentage of convergence
19.0,0.005475370089213053,5.5478733725116886e-9,338970.5526648111,1.0
19.0,5.024274190266927e-5,4.439997868037689e-9,385122.3772727215,1.0
21.0,4.928906758626302e-5,3.919623428393146e-9,429258.4178205235,1.0
22.0,5.602836608886719e-5,5.744445748382413e-9,395117.8902929819,1.0
22.0,5.2881240844726565e-5,9.403442250270936e-9,418369.73110260046,1.0
23.0,5.555152893066406e-5,6.4634872528326315e-9,416710.323923587,1.0
24.0,5.799929300944011e-5,3.159997612757401e-9,417058.5377669184,1.0
24.0,5.700588226318359e-5,3.2014327560074367e-9,423000.82565701025,1.0
24.0,5.619525909423828e-5,5.026053909545343e-9,429402.4913767958,1.0
24.0,5.95251719156901e-5,7.978252953607855e-9,415486.86672107526,1.0
25.0,5.997021993001302e-5,3.916281251067436e-9,418482.42275267723,1.0
25.0,5.886554718017578e-5,5.104251936699515e-9,426301.1446547846,1.0
25.0,6.0494740804036455e-5,4.794785815721445e-9,415402.1913507856,1.0
25.0,5.7967503865559894e-5,6.839769642777746e-9,432483.94586107816,1.0
25.0,5.828539530436198e-5,5.161685206024902e-9,429396.03214099375,1.0
25.0,5.604426066080729e-5,8.153106256406385e-9,446408.504846477,1.0
25.0,5.5972735087076826e-5,9.457481107449576e-9,446880.7549630419,1.0
25.0,5.524158477783203e-5,3.7569675903486425e-9,452718.86480408354,1.0
24.0,5.2245457967122394e-5,6.062802740245355e-9,459510.7727527918,1.0
24.0,5.2873293558756514e-5,7.360213130787284e-9,454194.7309406585,1.0
24.0,5.3262710571289064e-5,8.393737531332021e-9,450789.2713320286,1.0
25.0,5.501111348470052e-5,3.6523822340185397e-9,454736.478096115,1.0
24.0,5.218982696533203e-5,8.642608402309651e-9,460033.38413473,1.0
24.0,5.4152806599934894e-5,7.229543833966633e-9,443907.93381368223,1.0
25.0,5.8579444885253904e-5,3.499452612248114e-9,430081.5429394703,1.0
24.0,5.5559476216634114e-5,9.224879493580904e-9,435047.1145778287,1.0
24.0,5.359649658203125e-5,8.773788644451042e-9,448059.65668635356,1.0
25.0,5.576610565185547e-5,4.115820459142032e-9,448560.9342573888,1.0
25.0,6.27597173055013e-5,4.058607342024961e-9,405978.2575509522,1.0
25.0,6.709893544514974e-5,3.1860012286755087e-9,373773.1369102524,1.0
