Iterations,Execution time,Last Gradient,Itters Per Second* ,Percentage of convergence
19,0.39754390716552734,6.065271363387745e-9,47.793462954744456,true
21,0.00018286705017089844,4.02432376698374e-9,114837.52803129074,true
22,0.00011610984802246094,4.564575627517052e-9,189475.7453798768,true
20,0.00010609626770019531,3.407500109499702e-9,188508.04494382022,true
19,8.296966552734375e-5,4.105310343315832e-9,228999.3563218391,true
21,8.487701416015625e-5,7.218836251004976e-9,247416.80898876404,true
21,9.489059448242188e-5,3.008002493429689e-9,221307.49748743718,true
20,8.988380432128906e-5,7.446314543623168e-9,222509.49602122017,true
21,8.702278137207031e-5,5.774905781446686e-9,241316.1205479452,true
21,9.489059448242188e-5,4.338523315471418e-9,221307.49748743718,true
21,7.796287536621094e-5,3.786102600965358e-9,269358.97247706424,true
22,8.916854858398438e-5,2.9941880158531126e-9,246723.76470588235,true
22,9.012222290039062e-5,7.3549138386661964e-9,244112.9312169312,true
21,8.392333984375e-5,6.356023776730262e-9,250228.36363636365,true
22,8.893013000488281e-5,6.879266068216878e-9,247385.22252010723,true
22,8.893013000488281e-5,7.333228734384516e-9,247385.22252010723,true
22,8.893013000488281e-5,9.071144216005128e-9,247385.22252010723,true
22,8.296966552734375e-5,6.538878154737502e-9,265157.1494252874,true
22,9.012222290039062e-5,6.697912537119761e-9,244112.9312169312,true
23,9.298324584960938e-5,5.360672491391248e-9,247356.38974358974,true
24,9.703636169433594e-5,4.347793157348958e-9,247329.9656019656,true
23,9.298324584960938e-5,9.841906841788345e-9,247356.38974358974,true
24,8.702278137207031e-5,5.352197271317258e-9,275789.8520547945,true
24,9.989738464355469e-5,4.5369213425343344e-9,240246.52983293557,true
24,9.512901306152344e-5,7.837815473695074e-9,252288.96240601502,true
24,0.000102996826171875,7.141226334322561e-9,233016.88888888888,true
24,9.703636169433594e-5,6.2168659119728006e-9,247329.9656019656,true
24,9.489059448242188e-5,6.3545267607618276e-9,252922.85427135677,true
24,0.00010514259338378906,6.1484855497638655e-9,228261.44217687074,true
24,8.916854858398438e-5,2.9750553039857987e-9,269153.1978609626,true
