AMG,Gradient Queue,Random,Newton,BFGS,GDLS
1.3738817491912838e17,1.3738817491912838e17,1.37386900800159e17,5.815167910922511e16,5.815167910922539e16,1.0295497259542132e16
4.07078595686515e16,4.070785956865326e16,4.070792950192549e16,3.4100966943800676e16,4.050678644044976e16,1.0450241538119388e16
1.2061756142091916e16,1.206175613965527e16,1.2061777379944328e16,1.057640005671571e16,2.851414176302625e16,9.535325126527628e13
3.5739657511508975e15,3.573965962767145e15,3.573972028583847e15,4.547120729802173e15,1.47578666687913e16,5.474056055996434e12
1.0590275287610994e15,1.0590274993213939e15,1.0590293762792014e15,1.646968860180308e15,6.818237645579704e15,1.5716454077712244e12
3.138357319863972e14,3.138356723369446e14,3.138362712463618e14,6.599110953748634e14,3.5916839296144145e15,1.700175751135054e11
9.302154612477362e13,9.30215760893869e13,9.302170134833855e13,2.469680773214503e14,1.7088438125498172e15,1.5572234703061384e10
2.758403727583045e13,2.7584067699726492e13,2.758407909389657e13,9.81553736629461e13,9.396828410362995e14,3.666081028822347e9
8.187743844026815e12,8.187761747288232e12,8.187753319090379e12,3.672497630335685e13,3.9154206705645056e14,3.1039666017230773e9
2.435740606541618e12,2.4357522076331016e12,2.435741516948545e12,1.4797316671468129e13,3.296586777121098e14,2.523230188024987e9
7.281121696013553e11,7.28118457760354e11,7.281107276010125e11,5.463609591991629e12,7.43947204047504e13,1.9805107471225796e9
2.19936099918552e11,2.1988073463117166e11,2.1987585167798178e11,2.2650528961580503e12,4.203657868561683e13,1.5174824492942572e9
2.4755523972107666e10,6.7684440867459755e10,6.768232465913756e10,8.175756175775846e11,4.216275004349409e13,1.1502165236274722e9
1.4180930499539593e10,2.1325611930023575e10,2.1325149142592293e10,3.5431424803568866e11,2.669141147850684e13,8.737560975289419e8
4.447283740934575e9,5.69992528029234e9,6.35514637295029e9,1.2408083331821306e11,1.201241591918274e13,6.727556459786897e8
1.889504927125273e9,9.909787307574639e8,9.921446377184412e8,5.707306731053487e10,6.042492184935036e12,5.297033655547565e8
6.912791658176239e8,1.4340768161054397e8,1.133340201126966e8,1.941180005197206e10,3.4984325495863164e12,4.289037802393211e8
2.726821286030478e8,8.045571227095158e7,1.0294272109603204e8,9.51724130518045e9,2.4779661596301377e12,3.5774269318183506e8
1.0355932110572988e8,1.8755580588775154e7,1.0290582369158101e8,3.2151106331718407e9,8.617870390854935e11,3.067564579406146e8
4.002802413120476e7,8.751312638296813e6,1.0287740071025582e8,1.6427972349119892e9,1.3939279099699912e12,2.6924317043143225e8
1.527052464216663e7,3.823961061046194e6,1.0284905291395898e8,5.763540878108263e8,1.1595635269575793e12,2.406958317370568e8
5.787831277818642e6,4.17889219298161e6,1.0282178448070702e8,2.919858756004534e8,8.825660197860588e11,2.182069059226713e8
2.1189577660117797e6,1.1387645438946777e6,1.0279456363538118e8,1.0992564309903091e8,9.078741778745881e11,1.999497349110023e8
725840.0193897036,641176.4913180317,1.0276742160412139e8,5.307574414685019e7,8.016572157945071e11,1.8478611662906945e8
232281.44964229397,346607.74224028125,1.027403245308093e8,2.127794734196347e7,8.277799682322878e11,1.719982841626032e8
69934.06041957076,1.9449689236306893e6,1.0271326602586383e8,9.80099661633774e6,8.344279594034757e11,1.6111838877427566e8
42056.78982911555,289587.2752708769,1.0268625333776912e8,4.0793003323467677e6,8.664402802023578e11,1.5182506690999007e8
40263.95104067673,393897.4270411593,1.0265921666820209e8,1.8248185430348676e6,9.036975900881226e11,1.4388271162620574e8
708390.1513230117,235389.28826341397,1.0263222520141174e8,773532.0811095625,9.677515389337972e11,3.006486152015298e8
83632.28487419503,225739.3150593649,1.0260525145580235e8,339690.5659736392,1.0543349103305791e12,2.7479587405014354e8
33165.93339283225,4.609782868727629e6,1.0257832200909069e8,144549.66861880902,1.1606321686133982e12,2.5177152247963342e8
39298.742529510986,2.244405992884009e6,1.025513829058769e8,62200.91932902615,1.2520125181941023e12,2.3131470293148425e8
9854.865381827738,1.8206481774255869e6,1.0252448977757154e8,25966.241443791656,1.2152094987751516e12,2.1319612702249807e8
3414.666738382828,402559.20373735455,1.0249760541536134e8,10570.644444586964,9.470483716606954e11,1.9720917198246884e8
1887.3181477127162,44184.258533732595,1.0247076577325432e8,3942.127180968043,3.062226709754027e11,1.83164211371715e8
303.1603105932449,22067.497345437474,1.02443873295598e8,1215.037413830582,1.6441579601592767e11,1.708848440899749e8
21374.59396521935,230815.66490386566,1.0241702514959313e8,591.0433005271199,1.2584508046946931e11,1.602053368673087e8
